סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
772       ,אמונים                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1007      ,84        ,218       ,350       ,132       ,99        ,124
773       ,עמיקם                    ,32        ,חדרה                     ,32        ,חדרה                     ,45        ,אלונה                    ,790       ,73        ,173       ,290       ,122       ,67        ,65
774       ,צוריאל                   ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,425       ,52        ,78        ,164       ,41        ,44        ,46
775       ,יד נתן                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,623       ,56        ,145       ,219       ,67        ,53        ,83
776       ,מחסיה                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,489       ,64        ,114       ,180       ,37        ,35        ,59
777       ,נחשון                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,678       ,65        ,125       ,213       ,80        ,76        ,119
778       ,תרום                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,941       ,106       ,269       ,328       ,101       ,66        ,71
779       ,עמינדב                   ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,908       ,103       ,166       ,321       ,115       ,67        ,136
780       ,אורה                     ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,1180      ,124       ,232       ,455       ,148       ,110       ,111
783       ,אבן ספיר                 ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,706       ,65        ,135       ,244       ,87        ,77        ,98
784       ,בית נחמיה                ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,879       ,74        ,184       ,280       ,134       ,101       ,106
785       ,אחיהוד                   ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,988       ,106       ,228       ,357       ,114       ,77        ,106
786       ,כפר זיתים                ,22        ,כנרת                     ,22        ,טבריה                    ,3         ,הגליל התחתון             ,713       ,77        ,166       ,254       ,57        ,83        ,76
787       ,גבעת יערים               ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1295      ,125       ,248       ,480       ,153       ,145       ,144
788       ,זיתן                     ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,1136      ,102       ,240       ,431       ,115       ,106       ,142
789       ,רנן                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,699       ,87        ,160       ,254       ,72        ,49        ,77
791       ,משען                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,1038      ,101       ,234       ,362       ,117       ,110       ,114
792       ,נתיב השיירה              ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,545       ,46        ,102       ,192       ,56        ,55        ,94
793       ,גבעתי                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1007      ,120       ,240       ,348       ,112       ,77        ,110
794       ,עגור                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,484       ,57        ,124       ,162       ,53        ,36        ,52
795       ,יערה                     ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,811       ,85        ,173       ,297       ,95        ,81        ,80
796       ,צלפון                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1031      ,127       ,223       ,375       ,104       ,80        ,122
797       ,אחיעזר                   ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,1938      ,279       ,490       ,665       ,174       ,170       ,160
798       ,יגל                      ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,921       ,91        ,222       ,322       ,113       ,78        ,95
799       ,זכריה                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1090      ,101       ,230       ,393       ,144       ,103       ,119
800       ,בית חנניה                ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,880       ,68        ,207       ,297       ,125       ,98        ,85
801       ,חמד                      ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,1036      ,127       ,346       ,334       ,58        ,71        ,100
802       ,גבעת כ"ח                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,959       ,111       ,206       ,353       ,110       ,76        ,103
803       ,יושיביה                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,665       ,107       ,214       ,206       ,51        ,33        ,54
804       ,אחיסמך                   ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,1353      ,126       ,357       ,488       ,140       ,132       ,110
805       ,ישעי                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,847       ,110       ,187       ,313       ,75        ,68        ,94
806       ,עין יהב                  ,62        ,באר שבע                  ,63        ,אילת                     ,54        ,הערבה התיכונה            ,831       ,57        ,228       ,241       ,142       ,32        ,131
807       ,חניאל                    ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,878       ,56        ,162       ,306       ,116       ,107       ,131
808       ,ניר אליהו                ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,661       ,64        ,145       ,204       ,76        ,45        ,127
809       ,נחם                      ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,629       ,69        ,151       ,213       ,68        ,50        ,78
810       ,עופר                     ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,569       ,62        ,117       ,206       ,66        ,58        ,60
811       ,יכיני                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,709       ,80        ,161       ,231       ,93        ,51        ,93
812       ,שלומי                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,7446      ,612       ,1525      ,2699      ,1011      ,752       ,847
813       ,עין יעקב                 ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,1149      ,137       ,292       ,415       ,124       ,100       ,81
814       ,תלמים                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,900       ,97        ,248       ,310       ,78        ,73        ,94
815       ,זבדיאל                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,651       ,94        ,146       ,232       ,55        ,65        ,59
816       ,זנוח                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,577       ,55        ,126       ,208       ,68        ,53        ,67
817       ,עזריקם                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1418      ,165       ,306       ,539       ,145       ,142       ,121
818       ,זרחיה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,788       ,79        ,224       ,273       ,81        ,61        ,70
819       ,אביגדור                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,899       ,101       ,196       ,307       ,95        ,86        ,114
820       ,חלץ                      ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,512       ,43        ,111       ,159       ,75        ,43        ,81
821       ,אחוזם                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,510       ,43        ,76        ,204       ,64        ,46        ,77
822       ,מטע                      ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,883       ,95        ,229       ,309       ,104       ,60        ,86
823       ,בר גיורא                 ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,633       ,94        ,127       ,224       ,51        ,60        ,77
824       ,כוכב מיכאל               ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,1150      ,98        ,336       ,349       ,137       ,74        ,156
825       ,נס הרים                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1425      ,145       ,494       ,459       ,168       ,63        ,96
826       ,עוזה                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,505       ,58        ,87        ,152       ,70        ,73        ,65
827       ,נווה מבטח                ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,708       ,63        ,186       ,223       ,104       ,42        ,90
828       ,ישרש                     ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1057      ,128       ,211       ,386       ,118       ,106       ,108
829       ,מבטחים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,562       ,72        ,95        ,194       ,55        ,62        ,84
831       ,ירוחם                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,11597     ,1413      ,2663      ,4251      ,1165      ,913       ,1192
833       ,נורית                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,221       ,30        ,70        ,83        ,22        ,5         ,11
836       ,גנות                     ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,481       ,45        ,89        ,164       ,60        ,43        ,80
837       ,עזריאל                   ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,961       ,72        ,294       ,319       ,114       ,72        ,90
838       ,פדיה                     ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,830       ,80        ,161       ,315       ,102       ,74        ,98
839       ,פתחיה                    ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,887       ,96        ,180       ,319       ,98        ,91        ,103
840       ,כיסופים                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,410       ,26        ,45        ,158       ,49        ,49        ,83
841       ,אלישמע                   ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,1175      ,112       ,248       ,406       ,156       ,120       ,133
842       ,געש                      ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,956       ,89        ,162       ,343       ,83        ,95        ,184
843       ,מרגליות                  ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,426       ,26        ,72        ,161       ,58        ,61        ,48
844       ,נחל עוז                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,500       ,54        ,88        ,185       ,63        ,36        ,74
845       ,כפר עזה                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,961       ,79        ,148       ,397       ,99        ,102       ,136
846       ,שפר                      ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,486       ,72        ,92        ,162       ,44        ,51        ,65
848       ,בית רבן                  ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,508       ,135       ,55        ,299       ,8         ,9         ,2
849       ,דבירה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,1092      ,117       ,316       ,369       ,128       ,64        ,98
850       ,אחיטוב                   ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1006      ,101       ,207       ,347       ,145       ,83        ,123
851       ,ניצני עוז                ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1077      ,95        ,258       ,388       ,144       ,99        ,93
852       ,גונן                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,491       ,34        ,105       ,147       ,71        ,32        ,102
853       ,גאליה                    ,44        ,רחובות                   ,44        ,רחובות                   ,27        ,גן רווה                  ,1144      ,90        ,231       ,380       ,171       ,101       ,171
854       ,רחוב                     ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,453       ,45        ,82        ,162       ,58        ,47        ,59
856       ,שעלבים                   ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1556      ,224       ,592       ,496       ,151       ,31        ,62
857       ,כפר אביב                 ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,836       ,82        ,209       ,255       ,117       ,57        ,116
858       ,נווה ירק                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,1247      ,124       ,311       ,370       ,203       ,76        ,163
859       ,כסלון                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,434       ,50        ,96        ,156       ,48        ,38        ,46
861       ,שדה אליעזר               ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,941       ,80        ,235       ,305       ,140       ,89        ,92
862       ,גני יוחנן                ,44        ,רחובות                   ,44        ,רחובות                   ,30        ,גזר                      ,723       ,63        ,136       ,250       ,87        ,70        ,117
863       ,גינתון                   ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,957       ,99        ,204       ,333       ,132       ,72        ,117
864       ,בקוע                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,790       ,93        ,160       ,295       ,83        ,86        ,73
865       ,שיבולים                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,388       ,26        ,109       ,119       ,47        ,35        ,52
866       ,יטבתה                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,929       ,51        ,169       ,326       ,134       ,86        ,163
868       ,אלוני יצחק               ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,179       ,9         ,16        ,62        ,13        ,35        ,44
870       ,גבעת השלושה              ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,709       ,74        ,120       ,226       ,105       ,52        ,132
871       ,עינת                     ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,925       ,66        ,279       ,247       ,167       ,51        ,115
872       ,גאולי תימן               ,41        ,השרון                    ,32        ,חדרה                     ,16        ,עמק חפר                  ,376       ,41        ,74        ,122       ,38        ,33        ,68
873       ,שלווה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,585       ,66        ,125       ,215       ,56        ,53        ,70
874       ,מגדל העמק                ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,29173     ,2575      ,5360      ,9993      ,3288      ,2937      ,5020
877       ,בית חירות                ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,851       ,63        ,193       ,279       ,121       ,84        ,111
880       ,עין שריד                 ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1570      ,138       ,346       ,549       ,187       ,202       ,148
882       ,אורנים                   ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,4         ,0         ,0         ,1         ,1         ,1         ,1
885       ,שדה בוקר                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,589       ,51        ,98        ,218       ,63        ,57        ,102
886       ,איתנים                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,4         ,0         ,0         ,0         ,0         ,0         ,4
888       ,כפר הרי"ף                ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,862       ,71        ,223       ,281       ,127       ,71        ,89
889       ,כפר חסידים ב'            ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,294       ,29        ,71        ,87        ,26        ,16        ,65
890       ,כפר הנוער הדתי           ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,65        ,9         ,9         ,18        ,2         ,10        ,17
892       ,עבדון                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,757       ,86        ,152       ,302       ,76        ,75        ,66
897       ,מדרשת רופין              ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,9         ,0         ,0         ,7         ,0         ,1         ,1
913       ,שבלי - אום אל-גנם        ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,6687      ,724       ,1808      ,2616      ,755       ,401       ,383
916       ,ישע                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,413       ,31        ,96        ,131       ,70        ,30        ,55
917       ,עצמון שגב                ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,1287      ,74        ,314       ,444       ,183       ,156       ,116
919       ,גבעת ישעיהו              ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,763       ,62        ,194       ,252       ,116       ,57        ,82
921       ,שער מנשה                 ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,127       ,0         ,0         ,10        ,31        ,26        ,60
922       ,רכסים                    ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,13091     ,2668      ,4089      ,4345      ,759       ,570       ,660
926       ,נווה אבות                ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,22        ,0         ,0         ,0         ,0         ,2         ,20
932       ,אבו עמרה )שבט(           ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,19        ,3         ,1         ,2         ,4         ,7         ,2
935       ,אבו סריחאן )שבט(         ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,31        ,2         ,6         ,12        ,5         ,2         ,4
939       ,מסעודין אל-עזאזמה        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,17978     ,3707      ,6460      ,5934      ,971       ,409       ,497
942       ,סואעד )חמרייה(           ,24        ,עכו                      ,24        ,עכו                      ,9         ,עמק יזרעאל               ,241       ,23        ,64        ,88        ,23        ,18        ,25
944       ,בסמת טבעון               ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,8085      ,824       ,1961      ,3344      ,928       ,570       ,458
948       ,חוג'ייראת )ד'הרה(        ,24        ,עכו                      ,24        ,עכו                      ,56        ,משגב                     ,26        ,3         ,3         ,5         ,1         ,4         ,10
956       ,הוזייל )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,2017      ,370       ,541       ,718       ,166       ,116       ,106
957       ,עוקבי )בנו עוקבה(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,613       ,119       ,180       ,234       ,42        ,23        ,15
958       ,אבו עבדון )שבט(          ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,291       ,55        ,93        ,101       ,22        ,6         ,14
959       ,אפיניש )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,108       ,18        ,28        ,36        ,17        ,6         ,3
960       ,אסד )שבט(                ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1158      ,270       ,410       ,382       ,50        ,21        ,25
961       ,אבו רוקייק )שבט(         ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,10505     ,2113      ,3564      ,3713      ,587       ,245       ,283
962       ,טובא-זנגריה              ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,6990      ,835       ,1697      ,3021      ,713       ,415       ,309
963       ,אעצם )שבט(               ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,10941     ,2426      ,3846      ,3734      ,491       ,231       ,213
964       ,קודייראת א-צאנע)שבט(     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,2831      ,432       ,1060      ,1033      ,165       ,54        ,87
965       ,אטרש )שבט(               ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,3687      ,614       ,1507      ,1275      ,156       ,73        ,62
966       ,אבו רובייעה )שבט(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,9038      ,1891      ,3064      ,3125      ,491       ,209       ,258
967       ,אבו ג'ווייעד )שבט(       ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,4740      ,1041      ,1668      ,1547      ,246       ,99        ,139
968       ,אבו קורינאת )שבט(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,6743      ,1427      ,2298      ,2312      ,366       ,165       ,175
969       ,עטאוונה )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,197       ,15        ,72        ,58        ,23        ,7         ,22
970       ,תראבין א-צאנע )שבט(      ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1238      ,229       ,493       ,412       ,47        ,23        ,34
972       ,קוואעין )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1226      ,242       ,496       ,424       ,29        ,19        ,16
975       ,זרזיר                    ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,8821      ,1112      ,2366      ,3673      ,835       ,441       ,394
976       ,ג'נאביב )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1380      ,301       ,470       ,456       ,80        ,33        ,40
978       ,כעביה-טבאש-חג'אג'רה      ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,6018      ,772       ,1569      ,2481      ,579       ,351       ,266
986       ,ח'ואלד )שבט(             ,25        ,נצרת                     ,31        ,חיפה                     ,12        ,זבולון                   ,82        ,9         ,20        ,30        ,9         ,8         ,6
989       ,סואעד )כמאנה( )שבט(      ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,36        ,0         ,6         ,13        ,10        ,3         ,4
990       ,ראס עלי                  ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,710       ,91        ,222       ,276       ,64        ,34        ,23
993       ,חמאם                     ,22        ,כנרת                     ,22        ,טבריה                    ,65        ,אל-בטוף                  ,1718      ,201       ,353       ,737       ,208       ,126       ,93
994       ,מנשית זבדה               ,25        ,נצרת                     ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1433      ,211       ,360       ,590       ,129       ,91        ,52
997       ,רומת הייב                ,25        ,נצרת                     ,25        ,נוף הגליל                ,65        ,אל-בטוף                  ,2197      ,290       ,551       ,913       ,211       ,121       ,111
998       ,ביר אל-מכסור             ,24        ,עכו                      ,25        ,נוף הגליל                ,0         ,                         ,10339     ,1215      ,2685      ,4269      ,1026      ,610       ,534
1015      ,מבשרת ציון               ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,26288     ,2175      ,4761      ,8893      ,3040      ,2675      ,4744
1020      ,אור עקיבא                ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,22155     ,2140      ,3840      ,7828      ,2429      ,2396      ,3522
1024      ,חרוצים                   ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,798       ,64        ,168       ,253       ,113       ,76        ,124
1031      ,שדרות                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,30345     ,3807      ,5476      ,12093     ,2928      ,2688      ,3353
1034      ,קרית מלאכי               ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,26477     ,3450      ,5726      ,10007     ,2199      ,2254      ,2841
1041      ,נצאצרה )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,563       ,69        ,194       ,209       ,62        ,18        ,11
1042      ,אבו עמאר )שבט(           ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,117       ,12        ,32        ,51        ,14        ,4         ,4
1043      ,גיזו                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,219       ,22        ,49        ,76        ,42        ,19        ,11
1044      ,יעף                      ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,280       ,22        ,89        ,85        ,46        ,24        ,14
1045      ,שתולה                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,332       ,45        ,59        ,131       ,28        ,29        ,40
1046      ,אוהד                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,420       ,17        ,129       ,125       ,67        ,16        ,66
1047      ,חזון                     ,22        ,כנרת                     ,22        ,טבריה                    ,2         ,מרום הגליל               ,358       ,38        ,66        ,117       ,25        ,16        ,96
1050      ,בית חשמונאי              ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,2344      ,152       ,744       ,763       ,367       ,179       ,139
1051      ,תלמי אליהו               ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,315       ,25        ,63        ,120       ,31        ,14        ,62
1052      ,קטורה                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,612       ,38        ,97        ,229       ,58        ,95        ,95
1053      ,עין חצבה                 ,62        ,באר שבע                  ,63        ,אילת                     ,51        ,תמר                      ,55        ,7         ,13        ,19        ,8         ,5         ,3
1054      ,תל שבע                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,21122     ,3988      ,7445      ,7606      ,1151      ,521       ,411
1056      ,עין כרם-בי"ס חקלאי       ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,26        ,3         ,5         ,13        ,3         ,1         ,1
1057      ,נווה זוהר                ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,71        ,5         ,6         ,21        ,7         ,16        ,16
1058      ,שדה ניצן                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,509       ,19        ,94        ,165       ,84        ,39        ,108
1059      ,כסיפה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,18287     ,3551      ,6130      ,6670      ,1022      ,489       ,425
1060      ,לקיה                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,15901     ,2942      ,5305      ,5767      ,1049      ,447       ,391
1061      ,נוף הגליל                ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,51555     ,3853      ,7600      ,17460     ,6286      ,5470      ,10886
1063      ,מעלות-תרשיחא             ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,25150     ,1960      ,4675      ,8874      ,3099      ,2615      ,3927
1064      ,אמירים                   ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,909       ,88        ,211       ,306       ,128       ,69        ,107
1065      ,זמרת                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,687       ,106       ,208       ,230       ,55        ,46        ,42
1066      ,בני עי"ש                 ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,7509      ,566       ,1186      ,2448      ,924       ,865       ,1520
1067      ,דוב"ב                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,500       ,47        ,98        ,185       ,61        ,47        ,62
1068      ,אדמית                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,472       ,38        ,76        ,161       ,64        ,54        ,79
1069      ,רם-און                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,991       ,62        ,274       ,292       ,192       ,55        ,116
1070      ,אביעזר                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,885       ,61        ,255       ,279       ,131       ,81        ,78
1071      ,נווה מיכאל               ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,773       ,86        ,226       ,267       ,64        ,51        ,79
1072      ,גן הדרום                 ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,544       ,43        ,149       ,188       ,53        ,38        ,73
1076      ,בית ברל                  ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,51        ,1         ,9         ,28        ,3         ,2         ,8
1077      ,גבעת שפירא               ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,320       ,21        ,87        ,80        ,66        ,18        ,48
1079      ,צפרירים                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,438       ,34        ,91        ,161       ,58        ,48        ,46
1080      ,מבועים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,1311      ,115       ,278       ,526       ,175       ,143       ,74
